type,date(yyyyMMddHHmmss),author,message,latitude,longitude, location
mbdata,20140123192843.00 ,KronosQuoth,"You may be disappointed if you fail, but you are doomed if you dont try.  #KronosStar #POKRally",,,
mbdata,20140123192843.00 ,kedits,I recommend this site #abila dates.kronos/clickhere,,,
mbdata,20140123192843.00 ,KronosQuoth,Successful entrepreneurs are givers and not takers of positive energy.  #POKRally #HI,,,
mbdata,20140123192855.00 ,zengardener,"RT @trapanitweets Titanium frame, carbon wheels. guy's gonna be pissed when he gets over being scared.",,,
mbdata,20140123192900.00 ,blueSunshine,RT @HomelandIlluminations Fire officials have expanded evacuation area. Police are going door to door ordering residents to leave #HI,,,
mbdata,20140123192900.00 ,jaques,RT @HomelandIlluminations Fire officials have expanded evacuation area. Police are going door to door ordering residents to leave #HI,,,
mbdata,20140123192900.00 ,rrWine,RT @HomelandIlluminations Fire officials have expanded evacuation area. Police are going door to door ordering residents to leave #HI,,,
mbdata,20140123192900.00 ,wiseWords,RT @trollingsnark TADA! Stage 3. Wide the area so that government agents can inspect your apartment for your protection!,,,
mbdata,20140123192900.00 ,pinky,RT @InternationalNews Neighborhood evacuations in Dancing Dolphin Fire #Abila #intNews,,,
mbdata,20140123192900.00 ,jgrobannne,"RT @NewsOnlineToday Additional residents being evacuated in Dancing Dolphin fire in Abila, #newsOnline",,,
mbdata,20140123192908.00 ,wiseWords,RT @martaO This is the worst. Now my ashtma kicks in. #smokygridlock,,,
mbdata,20140123192913.00 ,lordWally,RT @CentralBulletin expansion of evacuation perimeter in Abila fire #Abila #CentralBulletin,,,
mbdata,20140123192913.00 ,BlueVelvet,RT @CentralBulletin expansion of evacuation perimeter in Abila fire #Abila #CentralBulletin,,,
mbdata,20140123192913.00 ,Clevvah4Evah,The rally has peaked my interest! #POK #Rally #Grammar,,,
mbdata,20140123192913.00 ,Clevvah4Evah,I want a job 80% mental 30% fiscal #POK #Rally #Grammar,,,
mbdata,20140123192942.00 ,KronosQuoth,Don't let what you cannot do interfere with what you can do.  #POKRally #HI,,,
mbdata,20140123192942.00 ,Clevvah4Evah,I literally felt like blowing them up #POK #Rally #Grammar,,,
mbdata,20140123192942.00 ,KronosQuoth,"If you want your children to turn out well, spend twice as much time with them, and half as much money.  #KronosStar #POKRally",,,
mbdata,20140123192942.00 ,KronosQuoth,"The function of leadership is to produce more leaders, not more followers.  #POKRally #HI",,,
mbdata,20140123193000.00 ,dragonRider1,RT @InternationalNews Neighborhood evacuations in Dancing Dolphin Fire #Abila #intNews,,,
mbdata,20140123193000.00 ,stolkfair,RT @InternationalNews Neighborhood evacuations in Dancing Dolphin Fire #Abila #intNews,,,
mbdata,20140123193000.00 ,pinky,"RT @NewsOnlineToday Additional residents being evacuated in Dancing Dolphin fire in Abila, #newsOnline",,,
mbdata,20140123193000.00 ,HomelandIlluminations,Police are going door to door ordering residents to vacate immediately. #HI,,,
mbdata,20140123193000.00 ,michelleR,See my #PhotoAlbum account for pics of the #DancingDolphinFire,,,
mbdata,20140123193000.00 ,martaO,Now 1/2 hour late -- #pleasedontgiveuponme #imreallypromptmostofthetime,,,
mbdata,20140123193000.00 ,anaregents,Viktor-E rocks!,,,
mbdata,20140123193000.00 ,sofitees,@carlyscoffee best coffee in Abila,36.059,24.857,
ccdata,20140123193000.00 ,,TRAFFIC STOP,,,3701 Polvo St
mbdata,20140123193010.00 ,Clevvah4Evah,The rally has peaked my interest! #POK #Rally #Grammar,,,
mbdata,20140123193010.00 ,KronosQuoth,There are no traffic jams along the extra mile.  #KronosStar #POKRally,,,
mbdata,20140123193010.00 ,KronosQuoth,"There is only one way to avoid criticism: do nothing, say nothing, and be nothing.  #KronosStar #POKRally",,,
mbdata,20140123193013.00 ,teresaJ,RT @KronosStar The fire marshal has decided to evacuate additional buildings. #KronosStar #DancingDolphinFire,,,
mbdata,20140123193013.00 ,wiseWords,RT @KronosStar The fire marshal has decided to evacuate additional buildings. #KronosStar #DancingDolphinFire,,,
mbdata,20140123193013.00 ,farmboy,RT @CentralBulletin expansion of evacuation perimeter in Abila fire #Abila #CentralBulletin,,,
mbdata,20140123193013.00 ,ninjabob,RT @CentralBulletin expansion of evacuation perimeter in Abila fire #Abila #CentralBulletin,,,
mbdata,20140123193032.00 ,KronosQuoth,"The successful warrior is the average man, with laser-like focus.  #POKRally #HI",,,
mbdata,20140123193032.00 ,KronosQuoth,The future heals descriptions of marvel #POKRally #HI,,,
mbdata,20140123193054.00 ,KronosQuoth,A person who never made a mistake never tried anything new.  #KronosStar #POKRally,,,
mbdata,20140123193100.00 ,phantomagate,RT @InternationalNews Neighborhood evacuations in Dancing Dolphin Fire #Abila #intNews,,,
mbdata,20140123193100.00 ,muppiesRock,RT @InternationalNews Neighborhood evacuations in Dancing Dolphin Fire #Abila #intNews,,,
mbdata,20140123193100.00 ,vetsRock,RT @InternationalNews Neighborhood evacuations in Dancing Dolphin Fire #Abila #intNews,,,
mbdata,20140123193100.00 ,plasticParts,"RT @NewsOnlineToday Additional residents being evacuated in Dancing Dolphin fire in Abila, #newsOnline",,,
mbdata,20140123193100.00 ,sarajane,RT @martaO Now 1/2 hour late -- #pleasedontgiveuponme #imreallypromptmostofthetime,,,
mbdata,20140123193100.00 ,BlueVelvet,RT @sofitees @carlyscoffee best coffee in Abila,,,
mbdata,20140123193124.00 ,junkman995,"I lost a bunch of weight, this stuff works! look at news article diet.kronos/starvenow  #abila #bestfood",,,
mbdata,20140123193124.00 ,KronosQuoth,Failure is the condiment that gives success its flavor.  #POKRally #HI,,,
mbdata,20140123193124.00 ,Clevvah4Evah,Always flush out your ideas before presenting #POK #Rally #Grammar,,,
mbdata,20140123193124.00 ,KronosQuoth,"You who are without sin, cast the first stone  #KronosStar #POKRally",,,
mbdata,20140123193148.00 ,KronosQuoth,"Limitations live only in our minds.  But if we use our imaginations, our possibilities become limitless.  #KronosStar #POKRally",,,
mbdata,20140123193148.00 ,Clevvah4Evah,Always flush out your ideas before presenting #POK #Rally #Grammar,,,
mbdata,20140123193212.00 ,KronosQuoth,"In order to succeed, your desire for success should be greater than your fear of failure.  #KronosStar #POKRally",,,
mbdata,20140123193212.00 ,KronosQuoth,"Success is the sum of small efforts, repeated day-in and day-out.  #POKRally #HI",,,
mbdata,20140123193212.00 ,KronosQuoth,The best time to plant a tree was 20 years ago. The second best time is now.  #KronosStar #POKRally,,,
mbdata,20140123193241.00 ,junkman995,time for a refill ? refill your meds online at drugs.kronos/cheappills #abila #pharmacyripoff,,,
mbdata,20140123193241.00 ,hotdrugs225,Hi! I advise you to visit this link hottips.kronos/trading #abila,,,
mbdata,20140123193241.00 ,KronosQuoth,Only put off until tomorrow what you are willing to die having left undone.  #POKRally #HI,,,
mbdata,20140123193302.00 ,KronosQuoth,A person who never made a mistake never tried anything new.  #KronosStar #POKRally,,,
mbdata,20140123193302.00 ,KronosQuoth,The best time to plant a tree was 20 years ago. The second best time is now.  #KronosStar #POKRally,,,
mbdata,20140123193302.00 ,KronosQuoth,Fall seven times and stand up eight.  #KronosStar #POKRally,,,
mbdata,20140123193325.00 ,KronosQuoth,Knowledge is being aware of what you can do. Wisdom is knowing when not to do it.  #POKRally #HI,,,
mbdata,20140123193325.00 ,KronosQuoth,"I find that when you have a real interest in life and a curious life, that sleep is not the most important thing.  #POKRally #HI",,,
mbdata,20140123193325.00 ,Clevvah4Evah,Youre the penultimate girlfriend! #POK #Rally #Grammar,,,
mbdata,20140123193346.00 ,KronosQuoth,"The ones who are crazy enough to think they can change the world, are the ones that do.  #POKRally #HI",,,
mbdata,20140123193400.00 ,microBanana,RT @michelleR See my #PhotoAlbum account for pics of the #DancingDolphinFire,,,
mbdata,20140123193411.00 ,KronosQuoth,"If you want to achieve excellence, you can get there today. As of this second, quit doing less-than-excellent work.  #POKRally #HI",,,
mbdata,20140123193411.00 ,KronosQuoth,If you are not willing to risk the usual you will have to settle for the ordinary.  #POKRally #HI,,,
mbdata,20140123193411.00 ,KronosQuoth,Life is not about finding yourself. Life is about creating yourself.  #POKRally #HI,,,
mbdata,20140123193432.00 ,KronosQuoth,The question isnt who is going to let me; its who is going to stop me.  #KronosStar #POKRally,,,
mbdata,20140123193454.00 ,KronosQuoth,You can never cross the ocean until you have the courage to lose sight of the shore.  #KronosStar #POKRally,,,
mbdata,20140123193507.00 ,AbilaPost,another police unit has been dispatched to help with house to house evacuation?#AbilaPost,,,
mbdata,20140123193507.00 ,OnlytheTruth,Look at 'em run!,,,
mbdata,20140123193507.00 ,hngohebo_ABILAPOST,bicyclist in hit and run accident at 500 block of Schaber uninjured #AbilaPost,,,
mbdata,20140123193507.00 ,KronosStar,The bicyclist in the 500 block of Schaber accident is uninjured.  #KronosStar,,,
mbdata,20140123193507.00 ,AbilaPoliceDepartment,Abila Police Department reports pursuit of suspected hit and run vehicle - pursuit is headed west on Egeou?#APD,,,
mbdata,20140123193507.00 ,trapanitweets,Henri -bike guy- done talking to coppers now looking at his trashed bike.,36.054,24.901,
mbdata,20140123193507.00 ,brewvebeenserved,Going to give the biker a coffee!! He's Bean Served!,36.054,24.901,
ccdata,20140123193507.00 ,,RECKLESS/HAZARADOUS DRIVER-IN PROGRESS,,,Egeou Ave / Polvo St
mbdata,20140123193522.00 ,KronosQuoth,"Thinking should become your capital asset, no matter whatever ups and downs you come across in your life.  #POKRally #HI",,,
mbdata,20140123193522.00 ,Clevvah4Evah,"In edition, you should always add instead of multiply #POK #Rally #Grammar",,,
mbdata,20140123193522.00 ,KronosQuoth,Remember that not getting what you want is sometimes a wonderful stroke of luck.  #KronosStar #POKRally,,,
mbdata,20140123193547.00 ,KronosQuoth,"People often say that motivation doesn't last. Well, neither does bathing - that's why we recommend it daily.  #POKRally #HI",,,
mbdata,20140123193547.00 ,KronosQuoth,Nothing in the world is more common than unsuccessful people with talent.  #POKRally #HI,,,
ccdata,20140123193558.00 ,,PURSUIT-POLICE UNIT #253 IN PURSUIT,,,Egeou Ave / Nia Ave
mbdata,20140123193600.00 ,AbilaPost,If in the vicinity of Achilleos & Madeg please evacuate donot wait for fire or police officers #AbilaPost,,,
mbdata,20140123193600.00 ,AbilaAllFaith,Donations for the #DancingDolphinsFire victims being accepted now #GenerousAbila,,,
mbdata,20140123193600.00 ,martaO,Why arent you answering your phone? #notthatintome,,,
mbdata,20140123193600.00 ,trollingsnark,Evacuation of our rights you mean @AbilaPost,,,
mbdata,20140123193600.00 ,stuffNstuff,Cyclist safety meeting #eastAbila #cycling,,,
mbdata,20140123193600.00 ,KronosStar,Abila police are in pursuit of an erratic driver who ran a red light on Polvo.  #KronosStar,,,
mbdata,20140123193600.00 ,HomelandIlluminations,"Reports coming in about a possible hit and run, police in pursuit. #HI",,,
mbdata,20140123193600.00 ,trapanitweets,I think he's? crying.,36.054,24.901,
mbdata,20140123193600.00 ,surferMan,Some dude just blasted a red light and has a cop in pursuit #gonnagetit,,,
mbdata,20140123193600.00 ,Officia1AbilaPost,The untold link between #POK and #GAStech smad.co.kronos/b33nk4xs,,,
ccdata,20140123193600.00 ,,PURSUIT CONTINUES-POLICE UNITS #253 AND #357/SECOND UNIT JOINS,,,Egeou Ave / Limnou St
mbdata,20140123193610.00 ,KronosQuoth,Too many of us are not living our dreams because we are living our fears.  #KronosStar #POKRally,,,
mbdata,20140123193610.00 ,KronosQuoth,"You take your life in your own hands, and what happens? A terrible thing, no one to blame.  #KronosStar #POKRally",,,
mbdata,20140123193610.00 ,KronosQuoth,"Waste not, want not  #KronosStar #POKRally",,,
mbdata,20140123193641.00 ,KronosQuoth,You cant fall if you dont climb.  But theres no joy in living your whole life on the ground.  #KronosStar #POKRally,,,
mbdata,20140123193641.00 ,KronosQuoth,The battles that count arent the ones for gold medals. The struggles within yourself #KronosStar #POKRally,,,
mbdata,20140123193700.00 ,slamrjamr,RT @AbilaPost If in the vicinity of Achilleos & Madeg please evacuate donot wait for fire or police officers #AbilaPost,,,
mbdata,20140123193700.00 ,soup4u,RT @AbilaPost If in the vicinity of Achilleos & Madeg please evacuate donot wait for fire or police officers #AbilaPost,,,
mbdata,20140123193700.00 ,BlueVelvet,RT @KronosStar Abila police are in pursuit of an erratic driver who ran a red light on Polvo.  #KronosStar,,,
mbdata,20140123193700.00 ,sithLordJames,RT @KronosStar Abila police are in pursuit of an erratic driver who ran a red light on Polvo.  #KronosStar,,,
mbdata,20140123193700.00 ,vetsRock,"RT @HomelandIlluminations Reports coming in about a possible hit and run, police in pursuit. #HI",,,
mbdata,20140123193700.00 ,worldWatcher,"RT @HomelandIlluminations Reports coming in about a possible hit and run, police in pursuit. #HI",,,
ccdata,20140123193700.00 ,,SUSPICIOUS OCCUPIED VEHICLE-BLACK VAN,,,S. Limnou St / S. Eleftherias St
mbdata,20140123193705.00 ,KronosQuoth,"Whether you think you can or you think you cant, youre right.  #KronosStar #POKRally",,,
mbdata,20140123193705.00 ,KronosQuoth,"Its your place in the world; its your life. Go on and do all you can with it, and make it the life you want to live.  #KronosStar #POKRally",,,
mbdata,20140123193730.00 ,KronosQuoth,Definiteness of purpose is the starting point of all achievement.  #KronosStar #POKRally,,,
mbdata,20140123193730.00 ,KronosQuoth,"Be miserable. Or motivate yourself. Whatever has to be done, it's always your choice.  #POKRally #HI",,,
mbdata,20140123193730.00 ,KronosQuoth,"When in doubt, punt!  #KronosStar #POKRally",,,
mbdata,20140123193752.00 ,KronosQuoth,"I have learned over the years that when ones mind is made up, this diminishes fear.  #KronosStar #POKRally",,,
mbdata,20140123193752.00 ,KronosQuoth,Motivation is what gets you started. Habit is what keeps you going.  #POKRally #HI,,,
mbdata,20140123193800.00 ,sarajane,RT @AbilaPost If in the vicinity of Achilleos & Madeg please evacuate donot wait for fire or police officers #AbilaPost,,,
mbdata,20140123193800.00 ,phantomagate,"RT @HomelandIlluminations Reports coming in about a possible hit and run, police in pursuit. #HI",,,
mbdata,20140123193800.00 ,farmboy,"RT @HomelandIlluminations Reports coming in about a possible hit and run, police in pursuit. #HI",,,
mbdata,20140123193800.00 ,brain448,RT @trapanitweets I think he's? crying.,,,
mbdata,20140123193800.00 ,electricAvenue,RT @Officia1AbilaPost The untold link between #POK and #GAStech smad.co.kronos/b33nk4xs,,,
mbdata,20140123193807.00 ,plasticParts,RT @hngohebo_ABILAPOST bicyclist in hit and run accident at 500 block of Schaber uninjured #AbilaPost,,,
mbdata,20140123193807.00 ,klingon4real,RT @AbilaPoliceDepartment Abila Police Department reports pursuit of suspected hit and run vehicle - pursuit is headed west on Egeou?#APD,,,
ccdata,20140123193822.00 ,,SUSPICIOUS OCCUPIED VEHICLE-BLACK VAN,,,N. Limnou St / N. Achilleos St
mbdata,20140123193822.00 ,KronosQuoth,"Whenever you find yourself on the side of the majority, it is time to pause and reflect.  #POKRally #HI",,,
mbdata,20140123193822.00 ,KronosQuoth,The best reason to start an organization is to make meaning; to create a product or service to make the world a better place.  #POKRally #HI,,,
mbdata,20140123193822.00 ,maskedWoman101,I recommend this site #abila dates.kronos/clickhere,,,
mbdata,20140123193822.00 ,junkman995,free iThing contest click here contest.kronos/freeiThing  #abila #iThing,,,
mbdata,20140123193848.00 ,meds4realz43,Hi! I advise you to visit this link hottips.kronos/trading #abila,,,
mbdata,20140123193848.00 ,KronosQuoth,"Whenever you see a successful person you only see the public glories, never the private sacrifices to reach them.  #POKRally #HI",,,
mbdata,20140123193848.00 ,KronosQuoth,Our lives begin to end the day we become silent about things that matter.  #KronosStar #POKRally,,,
mbdata,20140123193900.00 ,plasticParts,RT @AbilaPost If in the vicinity of Achilleos & Madeg please evacuate donot wait for fire or police officers #AbilaPost,,,
mbdata,20140123193900.00 ,henri,RT @AbilaPost If in the vicinity of Achilleos & Madeg please evacuate donot wait for fire or police officers #AbilaPost,,,
mbdata,20140123193900.00 ,plasticParts,RT @AbilaPost If in the vicinity of Achilleos & Madeg please evacuate donot wait for fire or police officers #AbilaPost,,,
mbdata,20140123193900.00 ,henri,RT @KronosStar Abila police are in pursuit of an erratic driver who ran a red light on Polvo.  #KronosStar,,,
mbdata,20140123193900.00 ,lordWally,"RT @HomelandIlluminations Reports coming in about a possible hit and run, police in pursuit. #HI",,,
mbdata,20140123193900.00 ,electricAvenue,"RT @HomelandIlluminations Reports coming in about a possible hit and run, police in pursuit. #HI",,,
mbdata,20140123193900.00 ,klingon4real,"RT @HomelandIlluminations Reports coming in about a possible hit and run, police in pursuit. #HI",,,
mbdata,20140123193907.00 ,rnbwBrite,RT @brewvebeenserved Going to give the biker a coffee!! He's Bean Served!,,,
mbdata,20140123193907.00 ,redisrad,#ominousknock,,,
mbdata,20140123193907.00 ,trapanitweets,coffee shop owner just gave Henri a coffee - yay Abila! we have nice people here.,36.054,24.901,
ccdata,20140123193907.00 ,,PURSUIT-CONTINUES-POLICE UNITS #253 AND #357,,,N. Limnou St / N. Alexandrias St
mbdata,20140123193909.00 ,KronosQuoth,The two most important days in your life are the day you are born and the day you find out why.  #KronosStar #POKRally,,,
mbdata,20140123193932.00 ,KronosQuoth,Don't let what you cannot do interfere with what you can do.  #POKRally #HI,,,
mbdata,20140123193940.00 ,redisrad,scary looking APD says #evacuate,,,
mbdata,20140123193940.00 ,kingWilly,all these sirens - going to give me nightmares #AFD #APD,,,
mbdata,20140123193940.00 ,trapanitweets,Except for that derp who hit henri.,36.054,24.901,
mbdata,20140123193940.00 ,brewvebeenserved,Our AWESOME coffee cheered him up He's OK NOW!!,36.054,24.901,
mbdata,20140123193940.00 ,megaMan,Run - don't walk across driveway into Gelato #almostcreamedbyvan,,,
mbdata,20140123193940.00 ,prettyRain,somethings going on outside i'm in gelatogalore,,,
mbdata,20140123193940.00 ,sofitees,Wow! crazy driving into @gelatogalore #somebodywantgelatobad,36.059,24.857,
ccdata,20140123193940.00 ,,INCOMPLETE CALL FOR POLICE,,,N/A
mbdata,20140123193953.00 ,KronosQuoth,You must expect great things of yourself before you can do them.  #POKRally #HI,,,
mbdata,20140123193953.00 ,KronosQuoth,"Whenever you find yourself on the side of the majority, it is time to pause and reflect.  #POKRally #HI",,,
mbdata,20140123193953.00 ,Clevvah4Evah,Waiting for you with bated breadth #POK #Rally #Grammar,,,
mbdata,20140123193953.00 ,dirtdigger334,make $630-$8062 a month online fastjobs.kronos/tricks #abila #workAtHome,,,
mbdata,20140123194000.00 ,blueSunshine,RT @AbilaPost If in the vicinity of Achilleos & Madeg please evacuate donot wait for fire or police officers #AbilaPost,,,
mbdata,20140123194000.00 ,pinky,RT @AbilaAllFaith Donations for the #DancingDolphinsFire victims being accepted now #GenerousAbila,,,
mbdata,20140123194000.00 ,dragonRider1,RT @KronosStar Abila police are in pursuit of an erratic driver who ran a red light on Polvo.  #KronosStar,,,
mbdata,20140123194000.00 ,brain448,"RT @HomelandIlluminations Reports coming in about a possible hit and run, police in pursuit. #HI",,,
mbdata,20140123194000.00 ,redisrad,#yessir,,,
mbdata,20140123194000.00 ,martaO,#wheezy #panickattak #worstfirstdateever,,,
mbdata,20140123194000.00 ,truccotrucco,wow some crazy black van just got pulled over in the parking lot - dinner & a show!,36.059,24.856,
mbdata,20140123194000.00 ,KronosStar,Abila police have cornered the erratic driver in a parking lot near the intersection of Alexandrias and Ithakis. Shots fired. #KronosStar,,,
mbdata,20140123194000.00 ,trapanitweets,Gonna help bike guy home. ttl,36.054,24.901,
mbdata,20140123194000.00 ,protoGuy,OMG dude in a black van is shooting at the cops!  Bullets everywhere.,,,
mbdata,20140123194000.00 ,megaMan,Yeah van -- can't exit the backway at Gelato.  And now the cops got him!,,,
mbdata,20140123194000.00 ,panopticon,somebody is shooting across the street at gelatogalore - just went to octavios for an ink cartridge,,,
mbdata,20140123194000.00 ,SiaradSea,Real life action movie going on outside. Most exciting milk run ever!,,,
mbdata,20140123194000.00 ,roger_roger,something's going on outside. I think I heard a gun.,,,
mbdata,20140123194000.00 ,sofitees,cops?r right behind - whats up? think that was gunshots #CRAZY,36.059,24.857,
ccdata,20140123194000.00 ,,FELONY ASSAULT/WEAPON-IN PROGRESS,,,N. Alexandrias St / N. Ithakis St
mbdata,20140123194021.00 ,reggierockin776,I got cheap medication online without a prescription meds.kronos/cheapmeds #kronos #abila,,,
mbdata,20140123194022.00 ,brontes_riff,OMG THE COPS ARE HERE FOR ME!,,,
mbdata,20140123194022.00 ,megaMan,Better than expected - cops block van at Gelato. Moving to get a better view.,,,
mbdata,20140123194022.00 ,HomelandIlluminations,BREAKING NEWS Abila Police report shots fired at Gelato Galore near the City Park.,,,
mbdata,20140123194022.00 ,prettyRain,cops outside i think there's something wrong,,,
mbdata,20140123194022.00 ,roger_roger,they told us to stay down- we're all on the floor. I'm ok,,,
mbdata,20140123194022.00 ,Simon_Hamaeth,I'd swear i just heard a gunshot! @carlyscoffee,,,
ccdata,20140123194022.00 ,,DISTURBANCE-NOISE,,,1615 N. Omirou St
mbdata,20140123194029.00 ,protoGuy,going to move so I can get a better view,,,
mbdata,20140123194029.00 ,megaMan,So van tried a t-turn to exit; cop blocked him off; van and cop doors open #troubleatgelato,,,
mbdata,20140123194029.00 ,HomelandIlluminations,just moments ago shots were fired at the corner of Ithakis and Alexandrias,,,
mbdata,20140123194029.00 ,NewsOnlineToday,Abila Police report shots fired at business #Abila,,,
mbdata,20140123194029.00 ,jsmith,OMC what is happening to this city #fire #shooting #kidnapping #repent,,,
mbdata,20140123194029.00 ,panopticon,it hink somedby got shot cnat tell exactly,,,
mbdata,20140123194029.00 ,SiaradSea,Yikes! Gunfire! Hiding behind the watermelons,,,
mbdata,20140123194029.00 ,roger_roger,I'm here with?some other people - we're all hiding behind the counter.,,,
mbdata,20140123194041.00 ,truccotrucco,OMG there shooting there shooting!,36.059,24.856,
mbdata,20140123194041.00 ,megaMan,shot! moving behind mailbox peeking #troubleatgelato,,,
mbdata,20140123194041.00 ,AbilaPost,reports of gun fire at Gelatogalore #APD are on the scene #AbilaPost,,,
mbdata,20140123194041.00 ,SiaradSea,"Moved to freezer section, better protection",,,
mbdata,20140123194041.00 ,prettyRain,someone sais to get on the floor please send help,,,
mbdata,20140123194041.00 ,roger_roger,WTH? Did the rally get?violent?,,,
mbdata,20140123194041.00 ,sofitees,i think a cop got shot! hes down?n might be dead,36.059,24.857,
ccdata,20140123194041.00 ,,SUSPICIOUS OCCUPIED VEHICLE-BLACK VAN,,,3611 N. Berlau St
mbdata,20140123194051.00 ,KronosQuoth,"Successful people do what unsuccessful people are not willing to doDon't wish it were easier, wish you were better.  #POKRally #HI",,,
mbdata,20140123194100.00 ,stolkfair,RT @KronosStar Abila police have cornered the erratic driver in a parking lot near the intersection of Alexandrias and Ithakis. Shots fired. #KronosStar,,,
mbdata,20140123194100.00 ,FriendsOfKronos,gunfire at gelatogalore give ya one guess: POK terrorists,,,
mbdata,20140123194100.00 ,protoGuy,OMG a cop got hit. he's down blood everywhere,,,
mbdata,20140123194100.00 ,Sara_Nespola,Somebody is shooting at us!,,,
mbdata,20140123194100.00 ,megaMan,@ben bullets can't go thru mailbox! #thanks4nothing,,,
mbdata,20140123194100.00 ,CentralBulletin,report of gun fire at Abila business #Abila #CentralBulletin,,,
mbdata,20140123194100.00 ,SiaradSea,I think a cop got hit!,,,
mbdata,20140123194100.00 ,prettyRain,still here but there's lots more police. what's going on?!!?,,,
mbdata,20140123194100.00 ,roger_roger,I can hear sirens and chouting outside,,,
ccdata,20140123194100.00 ,,SUSPICIOUS SUBJECT/CIRCUMSTANCES-IN PROGRESS,,,3107 N. Alexandrias St
mbdata,20140123194103.00 ,truccotrucco,what is happening? they r right out front shooting,36.059,24.856,
mbdata,20140123194107.00 ,FriendsOfKronos,what is Abila coming to? used to be a peaceful city before POK started their peaceful movement #POK #terror,,,
mbdata,20140123194107.00 ,megaMan,"Black van faces off two cop cars, shots fired, people undercover, not moving until its under control #troubleatgelato",,,
mbdata,20140123194107.00 ,yomamma,Scared to death - I was just going to go out for gelato... I could have been there right now!,,,
mbdata,20140123194107.00 ,roger_roger,what's going on out there?,,,
mbdata,20140123194107.00 ,Simon_Hamaeth,I think a cop just got shot right outside #carlyscoffee #APD,,,
ccdata,20140123194107.00 ,,TRAFFIC STOP,,,2708 N. Polvo St
mbdata,20140123194113.00 ,truccotrucco,never been so scared under the table in gelatogalore cant see much just cop lights,36.059,24.856,
mbdata,20140123194113.00 ,protoGuy,going to get behind a wall,,,
mbdata,20140123194113.00 ,megaMan,"@ben @george Can't see whos in the van yet, one cop",,,
mbdata,20140123194113.00 ,panopticon,Nooooo! a cop just got killed - the shooter is still in the gelatogalore parking lot,,,
mbdata,20140123194113.00 ,roger_roger,guy here peeked out window?- lots of people outside.,,,
mbdata,20140123194120.00 ,KronosQuoth,"Take up one idea. Make that one idea your life -- think of it, dream of it, live on that idea.  #POKRally #HI",,,
mbdata,20140123194120.00 ,KronosQuoth,Success is walking from failure to failure with no loss of enthusiasm.  #POKRally #HI,,,
mbdata,20140123194120.00 ,Clevvah4Evah,"In edition, you should always add instead of multiply #POK #Rally #Grammar",,,
mbdata,20140123194120.00 ,KronosQuoth,Nothing in the world is more common than unsuccessful people with talent.  #POKRally #HI,,,
mbdata,20140123194122.00 ,protoGuy,hope the cop isn't dead,,,
mbdata,20140123194122.00 ,megaMan,cop down? #troubleatgelato,,,
mbdata,20140123194122.00 ,SiaradSea,This is crazy. Why didt'n iwait toget it later,,,
mbdata,20140123194122.00 ,roger_roger,wtf he says someone's dead outside,,,
ccdata,20140123194122.00 ,,ALARM-SECURE NO CRIME,,,5101 N. Carden St
mbdata,20140123194129.00 ,sithLordJames,RT @HomelandIlluminations just moments ago shots were fired at the corner of Ithakis and Alexandrias,,,
mbdata,20140123194129.00 ,megaMan,Still can't tell - keeping my head down #troubleatgelato,,,
mbdata,20140123194129.00 ,roger_roger,someone tell cops we're in here,,,
ccdata,20140123194129.00 ,,SUSPICIOUS OCCUPIED VEHICLE-BLACK VAN,,,N. Oddisseos St / N. Antoniadou St
mbdata,20140123194133.00 ,truccotrucco,why didnt i stay at the rally? im trapped in here the van is right outsdie the door,36.059,24.856,
mbdata,20140123194133.00 ,dtrejos,sometthing bad's going on downtown -- does anyone have any details?,,,
mbdata,20140123194133.00 ,protoGuy,cops and the van dude are hiding behind their doors - just like the movies,,,
mbdata,20140123194133.00 ,megaMan,"van guys behind their doors, cops too #troubleatgelato",,,
mbdata,20140123194133.00 ,windAvatar,Guess someone didhn't get good servide at Gelato Galore-- #overreaction,,,
mbdata,20140123194140.00 ,dolls4sale,RT @sofitees Wow! crazy driving into @gelatogalore #somebodywantgelatobad,,,
mbdata,20140123194141.00 ,jaques,RT @truccotrucco OMG there shooting there shooting!,,,
mbdata,20140123194141.00 ,stolkfair,RT @AbilaPost reports of gun fire at Gelatogalore #APD are on the scene #AbilaPost,,,
mbdata,20140123194141.00 ,slamrjamr,"RT @SiaradSea Moved to freezer section, better protection",,,
mbdata,20140123194142.00 ,megaMan,Can't see if others in the van #troubleatgelato #TAG,,,
mbdata,20140123194143.00 ,KronosQuoth,"If you want to lift yourself up, lift up someone else.  #KronosStar #POKRally",,,
mbdata,20140123194145.00 ,supplementsRule,you'll laugh when you see this pic of you... hotchicks.kronos/pictures #hot #onfire,,,
mbdata,20140123194145.00 ,truccotrucco,I have to see outside not knowing is killing me!,36.059,24.856,
mbdata,20140123194145.00 ,megaMan,don't think anyone ran for it; they didn'thave time before police pulled in #TAG,,,
mbdata,20140123194145.00 ,AbilaPost,Unconfirmed reports of an officer down as result of gun fire in Gelatogalore parking lot #AbilaPost,,,
mbdata,20140123194145.00 ,KronosStar,Shots fired at Gelato Galore. Police officer is down. #KronosStar,,,
mbdata,20140123194145.00 ,HomelandIlluminations,There is a flurry of activity near the Gelato Galore where police are holding off multiple gunman.,,,
mbdata,20140123194145.00 ,prettyRain,OMGOMGOMG i'm scared -someones dead,,,
